資料集名稱,資料集描述,資料集代碼,資料集所屬單位,資料集類別,環境保護計畫類別,聯合國永續發展目標,主要資料欄位,資料來源,授權方式,授權說明網址,編碼格式,更新頻率,最後更新時間,聯絡人姓名,聯絡人電話,聯絡人電子郵件,標籤
探礦、採礦類別環境影響評估報告書,探礦、採礦類別環境影響評估報告書。(資料來源網址：https://eiadoc.epa.gov.tw/eiaweb/),EIA_P_40,環境部環境保護司,其他,環境影響評估,乾淨水與衛生,DocNo(案號)、ExamOrg(環評主管機關)、BaseLoc(基地位置)、DocType(書件類別)、DevelopType(開發行為類別)、Title(書件名稱)、Developer(開發單位)、AdminOrg(目的事業主管機關)、ExamProgress(審查進度)、SupervisoryAuthorityCode(環評主管機關代碼)、BaseArea(基地面積（公頃）)、PaymentDate(繳費日期),環評書件查詢系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:07:20.000000",黃先生,(02)2311-7722#2742,chengyu.huang@moenv.gov.tw,"礦業,探礦,採礦,環境影響評估報告書,評估書"
機場之開發類別環境影響評估報告書,機場之開發類別環境影響評估報告書。(資料來源網址：https://eiadoc.epa.gov.tw/eiaweb/),EIA_P_39,環境部環境保護司,其他,環境影響評估,乾淨水與衛生,DocNo(案號)、ExamOrg(環評主管機關)、BaseLoc(基地位置)、DocType(書件類別)、DevelopType(開發行為類別)、Title(書件名稱)、Developer(開發單位)、AdminOrg(目的事業主管機關)、ExamProgress(審查進度)、SupervisoryAuthorityCode(環評主管機關代碼)、BaseArea(基地面積（公頃）)、PaymentDate(繳費日期),環評書件查詢系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:07:20.000000",黃先生,(02)2311-7722#2742,chengyu.huang@moenv.gov.tw,"機場,環境影響評估報告書,評估書"
環境保護工程之興建類別環境影響評估報告書,環境保護工程之興建類別環境影響評估報告書。(資料來源網址：https://eiadoc.epa.gov.tw/eiaweb/),EIA_P_41,環境部環境保護司,其他,環境影響評估,乾淨水與衛生,DocNo(案號)、ExamOrg(環評主管機關)、BaseLoc(基地位置)、DocType(書件類別)、DevelopType(開發行為類別)、Title(書件名稱)、Developer(開發單位)、AdminOrg(目的事業主管機關)、ExamProgress(審查進度)、SupervisoryAuthorityCode(環評主管機關代碼)、BaseArea(基地面積（公頃）)、PaymentDate(繳費日期),環評書件查詢系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:07:20.000000",黃先生,(02)2311-7722#2742,chengyu.huang@moenv.gov.tw,"環境保護工程,環保工程,環境影響評估報告書,評估書"
園區之興建或擴建類別環境影響評估報告書,園區之興建或擴建類別環境影響評估報告書。(資料來源網址：https://eiadoc.epa.gov.tw/eiaweb/),EIA_P_37,環境部環境保護司,其他,環境影響評估,乾淨水與衛生,DocNo(案號)、ExamOrg(環評主管機關)、BaseLoc(基地位置)、DocType(書件類別)、DevelopType(開發行為類別)、Title(書件名稱)、Developer(開發單位)、AdminOrg(目的事業主管機關)、ExamProgress(審查進度)、SupervisoryAuthorityCode(環評主管機關代碼)、BaseArea(基地面積（公頃）)、PaymentDate(繳費日期),環評書件查詢系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:07:19.000000",黃先生,(02)2311-7722#2742,chengyu.huang@moenv.gov.tw,"園區,環境影響評估報告書,評估書"
鐵路之開發類別環境影響評估報告書,鐵路之開發類別環境影響評估報告書。(資料來源網址：https://eiadoc.epa.gov.tw/eiaweb/),EIA_P_38,環境部環境保護司,其他,環境影響評估,乾淨水與衛生,DocNo(案號)、ExamOrg(環評主管機關)、BaseLoc(基地位置)、DocType(書件類別)、DevelopType(開發行為類別)、Title(書件名稱)、Developer(開發單位)、AdminOrg(目的事業主管機關)、ExamProgress(審查進度)、SupervisoryAuthorityCode(環評主管機關代碼)、BaseArea(基地面積（公頃）)、PaymentDate(繳費日期),環評書件查詢系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:07:19.000000",黃先生,(02)2311-7722#2742,chengyu.huang@moenv.gov.tw,"鐵路,環境影響評估報告書,評估書"
道路之開發類別環境影響評估報告書,道路之開發類別環境影響評估報告書。(資料來源網址：https://eiadoc.epa.gov.tw/eiaweb/),EIA_P_36,環境部環境保護司,其他,環境影響評估,乾淨水與衛生,DocNo(案號)、ExamOrg(環評主管機關)、BaseLoc(基地位置)、DocType(書件類別)、DevelopType(開發行為類別)、Title(書件名稱)、Developer(開發單位)、AdminOrg(目的事業主管機關)、ExamProgress(審查進度)、SupervisoryAuthorityCode(環評主管機關代碼)、BaseArea(基地面積（公頃）)、PaymentDate(繳費日期),環評書件查詢系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:07:18.000000",黃先生,(02)2311-7722#2742,chengyu.huang@moenv.gov.tw,"道路,環境影響評估報告書,評估書"
旅館或觀光旅館之興建或擴建類別環境影響說明書,旅館或觀光旅館之興建或擴建類別環境影響說明書。(資料來源網址：https://eiadoc.epa.gov.tw/eiaweb/),EIA_P_35,環境部環境保護司,其他,環境影響評估,乾淨水與衛生,DocNo(案號)、ExamOrg(環評主管機關)、BaseLoc(基地位置)、DocType(書件類別)、DevelopType(開發行為類別)、Title(書件名稱)、Developer(開發單位)、AdminOrg(目的事業主管機關)、ExamProgress(審查進度)、SupervisoryAuthorityCode(環評主管機關代碼)、BaseArea(基地面積（公頃）)、PaymentDate(繳費日期),環評書件查詢系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:07:18.000000",黃先生,(02)2311-7722#2742,chengyu.huang@moenv.gov.tw,"旅館,觀光旅館,環境影響說明書,環說書"
經過活動斷層範圍環境影響說明書,環境部審查經過活動斷層範圍環境影響說明書。(資料來源網址：https://eiadoc.epa.gov.tw/eiaweb/),EIA_P_32,環境部環境保護司,其他,環境影響評估,乾淨水與衛生,DocNo(案號)、ExamOrg(環評主管機關)、BaseLoc(基地位置)、DocType(書件類別)、DevelopType(開發行為類別)、Title(書件名稱)、Developer(開發單位)、AdminOrg(目的事業主管機關)、ExamProgress(審查進度)、SupervisoryAuthorityCode(環評主管機關代碼)、BaseArea(基地面積（公頃）)、PaymentDate(繳費日期),環評書件查詢系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:07:17.000000",黃先生,(02)2311-7722#2742,chengyu.huang@moenv.gov.tw,"活動斷層,環境影響說明書,環說書"
能源或輸變電工程之開發類別環境影響說明書,能源或輸變電工程之開發類別環境影響說明書。(資料來源網址：https://eiadoc.epa.gov.tw/eiaweb/),EIA_P_34,環境部環境保護司,其他,環境影響評估,乾淨水與衛生,DocNo(案號)、ExamOrg(環評主管機關)、BaseLoc(基地位置)、DocType(書件類別)、DevelopType(開發行為類別)、Title(書件名稱)、Developer(開發單位)、AdminOrg(目的事業主管機關)、ExamProgress(審查進度)、SupervisoryAuthorityCode(環評主管機關代碼)、BaseArea(基地面積（公頃）)、PaymentDate(繳費日期),環評書件查詢系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:07:17.000000",黃先生,(02)2311-7722#2742,chengyu.huang@moenv.gov.tw,"能源,輸變電工程,環境影響說明書,環說書"
環境保護工程之興建類別環境影響說明書,環境保護工程之興建類別環境影響說明書。(資料來源網址：https://eiadoc.epa.gov.tw/eiaweb/),EIA_P_33,環境部環境保護司,其他,環境影響評估,乾淨水與衛生,DocNo(案號)、ExamOrg(環評主管機關)、BaseLoc(基地位置)、DocType(書件類別)、DevelopType(開發行為類別)、Title(書件名稱)、Developer(開發單位)、AdminOrg(目的事業主管機關)、ExamProgress(審查進度)、SupervisoryAuthorityCode(環評主管機關代碼)、BaseArea(基地面積（公頃）)、PaymentDate(繳費日期),環評書件查詢系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:07:17.000000",黃先生,(02)2311-7722#2742,chengyu.huang@moenv.gov.tw,"環境保護工程,環保工程,環境影響說明書,環說書"
探礦、採礦類別環境影響說明書,探礦、採礦類別環境影響說明書。(資料來源網址：https://eiadoc.epa.gov.tw/eiaweb/),EIA_P_31,環境部環境保護司,其他,環境影響評估,乾淨水與衛生,DocNo(案號)、ExamOrg(環評主管機關)、BaseLoc(基地位置)、DocType(書件類別)、DevelopType(開發行為類別)、Title(書件名稱)、Developer(開發單位)、AdminOrg(目的事業主管機關)、ExamProgress(審查進度)、SupervisoryAuthorityCode(環評主管機關代碼)、BaseArea(基地面積（公頃）)、PaymentDate(繳費日期),環評書件查詢系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:07:16.000000",黃先生,(02)2311-7722#2742,chengyu.huang@moenv.gov.tw,"礦業,探礦,採礦,環境影響說明書,環說書"
機場之開發類別環境影響說明書,機場之開發類別環境影響說明書。(資料來源網址：https://eiadoc.epa.gov.tw/eiaweb/),EIA_P_30,環境部環境保護司,其他,環境影響評估,乾淨水與衛生,DocNo(案號)、ExamOrg(環評主管機關)、BaseLoc(基地位置)、DocType(書件類別)、DevelopType(開發行為類別)、Title(書件名稱)、Developer(開發單位)、AdminOrg(目的事業主管機關)、ExamProgress(審查進度)、SupervisoryAuthorityCode(環評主管機關代碼)、BaseArea(基地面積（公頃）)、PaymentDate(繳費日期),環評書件查詢系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:07:16.000000",黃先生,(02)2311-7722#2742,chengyu.huang@moenv.gov.tw,"機場,環境影響說明書,環說書"
大眾捷運系統之開發類別環境影響說明書,大眾捷運系統之開發類別環境影響說明書。(資料來源網址：https://eiadoc.epa.gov.tw/eiaweb/),EIA_P_29,環境部環境保護司,其他,環境影響評估,乾淨水與衛生,DocNo(案號)、ExamOrg(環評主管機關)、BaseLoc(基地位置)、DocType(書件類別)、DevelopType(開發行為類別)、Title(書件名稱)、Developer(開發單位)、AdminOrg(目的事業主管機關)、ExamProgress(審查進度)、SupervisoryAuthorityCode(環評主管機關代碼)、BaseArea(基地面積（公頃）)、PaymentDate(繳費日期),環評書件查詢系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:07:15.000000",黃先生,(02)2311-7722#2742,chengyu.huang@moenv.gov.tw,"捷運,環境影響說明書,環說書"
鐵路之開發類別環境影響說明書,鐵路之開發類別環境影響說明書。(資料來源網址：https://eiadoc.epa.gov.tw/eiaweb/),EIA_P_28,環境部環境保護司,其他,環境影響評估,乾淨水與衛生,DocNo(案號)、ExamOrg(環評主管機關)、BaseLoc(基地位置)、DocType(書件類別)、DevelopType(開發行為類別)、Title(書件名稱)、Developer(開發單位)、AdminOrg(目的事業主管機關)、ExamProgress(審查進度)、SupervisoryAuthorityCode(環評主管機關代碼)、BaseArea(基地面積（公頃）)、PaymentDate(繳費日期),環評書件查詢系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:07:15.000000",黃先生,(02)2311-7722#2742,chengyu.huang@moenv.gov.tw,"鐵路,環境影響說明書,環說書"
環境影響評估開發案基本資料,環評開發單位或目的事業主管機關預定執行之環境影響評估開發案基本資料，於環境影響評估開發案論壇之公告資料。(資料來源網址：https://eiadoc.epa.gov.tw/EIAFORUM/),EIA_P_25,環境部環境保護司,其他,環境影響評估,乾淨水與衛生,sno(案件編號)、title(開發行為名稱)、description(開發案討論引言)、law(資訊公開依據)、forumstart_date(開始討論日期)、forumtalk_date(停止討論日期)、forumend_date(卸載日期)、content(開發行為內容)、developplace(開發行為場所)、category(預定調查或蒐集之項目)、admin(主管機關)、developer(開發單位),環評書件查詢系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:07:14.000000",黃先生,(02)2311-7722#2742,chengyu.huang@moenv.gov.tw,"環境影響評估,開發案"
園區之興建或擴建類別環境影響說明書,園區之興建或擴建類別環境影響說明書。(資料來源網址：https://eiadoc.epa.gov.tw/eiaweb/),EIA_P_27,環境部環境保護司,其他,環境影響評估,乾淨水與衛生,DocNo(案號)、ExamOrg(環評主管機關)、BaseLoc(基地位置)、DocType(書件類別)、DevelopType(開發行為類別)、Title(書件名稱)、Developer(開發單位)、AdminOrg(目的事業主管機關)、ExamProgress(審查進度)、SupervisoryAuthorityCode(環評主管機關代碼)、BaseArea(基地面積（公頃）)、PaymentDate(繳費日期),環評書件查詢系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:07:14.000000",黃先生,(02)2311-7722#2742,chengyu.huang@moenv.gov.tw,"園區,環境影響說明書,環說書"
道路之開發類別環境影響說明書,道路之開發類別環境影響說明書。(資料來源網址：https://eiadoc.epa.gov.tw/eiaweb/),EIA_P_26,環境部環境保護司,其他,環境影響評估,乾淨水與衛生,DocNo(案號)、ExamOrg(環評主管機關)、BaseLoc(基地位置)、DocType(書件類別)、DevelopType(開發行為類別)、Title(書件名稱)、Developer(開發單位)、AdminOrg(目的事業主管機關)、ExamProgress(審查進度)、SupervisoryAuthorityCode(環評主管機關代碼)、BaseArea(基地面積（公頃）)、PaymentDate(繳費日期),環評書件查詢系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:07:14.000000",黃先生,(02)2311-7722#2742,chengyu.huang@moenv.gov.tw,"道路,環境影響說明書,環說書"
環境影響評估開發案現場勘察資料,環評開發單位或目的事業主管機關預定舉行之環境影響評估現場勘察，於環境影響評估開發案論壇之公告資料。(資料來源網址：https://eiadoc.epa.gov.tw/EIAFORUM/),EIA_P_24,環境部環境保護司,其他,環境影響評估,乾淨水與衛生,PID(編號)、TITLE(案件名稱)、DESCRIPTION(會議事由)、LAW(會議依據)、LAWOTHERE(會議依據其他)、STARTDATE(會議日期)、STARTTIME(開始時間)、ENDTIME(結束時間)、MEETINGPLACE(會議地點)、GUEST(邀請之機關或團體或人員)、ADMINUNIT(目的事業主管機關),環評書件查詢系統,依政府資料開放平臺使用規範,https://data.gov.tw/license,UTF-8,不定期,"2026-04-12 08:07:13.000000",黃先生,(02)2311-7722#2742,chengyu.huang@moenv.gov.tw,"環境影響評估,現場勘察資料"
